text,label,sentiment
lack engagement stimulation student curious constantly searching meaning stimulation school environment class one dimensional fail involve student sufficiently challenging much information heavy leaving little room discussion consideration satisfy student curiosity need authentic intellectual stimulation rigid definition acceptable behavior student particularly older one asked sit desk many minute time listen read take note teacher fail offer opportunity movement interpersonal engagement likelier use strictness rule maintain law order lack attention love student fail receive attention crave likelier find way get even mean drawing negative attention even negative consequence,school district,0.128
united state african american student particularly boy disciplined significantly often severely demographic disparity well documented contributes substantially negative life outcome affected student resulting tendency minor young adult disadvantaged background become incarcerated widely referred school prison pipeline according data published department education african american student three time likely suspended expelled white peer research overwhelmingly suggests given opportunity choose among several disciplinary option relatively minor offense teacher school administrator disproportionately choose severe punishment african american student white student offense even controlling factor family income african american boy likely receive school suspension white boy behavior within school recent study published national academy science using federal data covering 32 million student around 96 000 school showed disciplinary gap black white student across five type disciplinary action associated county level rate racial bias,school district,-0.967
high powered study shown increased racial gender disproportionality subjectively defined behavior classroom incident classified severe black white disciplinary gap emerge early prekindergarten widen grade progression disparity exclusionary form discipline shown mitigated classroom run african american teacher especially strong mitigation office referral subjectively defined behavior willful defiance disparity occur within classroom often covert passive meaning instead outwardly discriminating student color teacher discreetly give fewer advantage student color example could include counselor teacher influencing student color take easier class attend four year university teacher learning correct way pronounce student name also include white student given chance serious discipline suspension expulsion enacted,school district,0.8553
throughout history education common mean maintaining discipline school corporal punishment child school teacher expected act substitute parent many form parental discipline reward open often meant student commonly chastised birch cane paddle strap yardstick something wrong around 69 country still use school corporal punishment corporal punishment school disappeared western country including european country,school district,-0.9201
united state corporal punishment used public school 34 state banned 31 permitted 19 16 actually actively administering corporal punishment every state except new jersey iowa permit corporal punishment private school increasing number private school abandoned practice especially catholic school nearly ban thirty one state well district columbia banned public school recently new mexico 2011 19 state mostly south continue allow corporal punishment public school 19 permit practice three arizona colorado wyoming public school actually use corporal punishment 2016,school district,-0.9648
paddling still used significant though declining degree public school alabama arkansas georgia louisiana mississippi missouri oklahoma tennessee texas private school state may also use though many choose official corporal punishment often caning remains commonplace school asian african caribbean country mainstream school country retain punishment misbehavior usually take non corporal form detention suspension china school corporal punishment completely banned article 29 compulsory education act people republic china practice beating schoolteacher still common especially rural area,school district,-0.9485
detention sometimes referred dt one common punishment school united state united kingdom ireland singapore canada australia new zealand south africa country requires pupil report designated room typically end school lunch recess period complete extra work writing line essay completion chore detention supervised teacher setting detention centralised detention system detention may require pupil report certain time non school day saturday detention uk irish school especially serious offence quite serious enough suspension,school district,-0.9211
uk school school detention held day issued without parental consent school make detention room available daily many require pupil return school hour school end specific day friday night detention failure attend detention without valid excuse sometimes result another added severe punishment administered germany detention le common state like baden rttemberg detention rework missed school hour others like rheinland pfalz prohibited law,school district,-0.9647
school class held saturday pupil may get detention saturday even non school day china long time detention perhaps le common uk ireland singapore canada australia new zealand south africa country however short time detention teacher still common teacher may ask student missed work school australia school consider circumstance giving detention,school district,-0.8316
suspension temporary exclusion mandatory leave assigned student form punishment last anywhere one day week student allowed attend regular lesson uk australian canadian school two type suspension school internal exclusion isolation school os campus suspension external exclusion school suspension mean student come school usual must report stay designated room entire school day school suspension mean student banned entering school ground student breach school suspension attending school suspension may arrested trespassing repeated breach may lead expulsion possible criminal penalty,school district,-0.9716
student also allowed attend school activity prom sporting event etc suspended school school usually required notify student parent guardian sometimes social worker suspended student special education explain reason duration suspension student involved physical altercation campus suspended school period day student throw temper tantrum campus direct foul language school staff member suspended day student often required continue learn complete assignment suspension sometimes receiving credit sometimes school meeting suspended student student parent school administrator sometimes social worker case special education student discus evaluate matter following school suspension,school district,-0.9186
expulsion dismissal exclusion withdrawing permanent exclusion terminates student education last resort method discipline failed however extreme situation may also used single offense setting fire campus activation false alarm assault battery faculty staff member school administrator education authority nominated school excluded student collected typically much higher staffing level mainstream school public school expulsion serious require appearance board education court system,school district,-0.9565
uk head teacher may make decision exclude student parent right appeal local education authority completely banned compulsory school china proved controversial case head teacher decision overturned authority thereby undermined proposal abolish right appeal united state come student discipline marked difference procedure public private institution public school school must provide student limited constitutional due process protection public educational institution operate extension state government,school district,-0.7178
school restorative justice offshoot model used court law enforcement seek repair harm done acknowledging impact victim community offender accepting responsibility wrongdoing repairing harm caused restorative practice also include preventive measure designed build skill capacity student well adult example preventative measure restorative practice might include teacher student devising classroom expectation together setting community building classroom restorative justice also focus justice need obligation expands justice conversation offender victim school recognizes accountability understanding impact action repairing harm traditional style discipline always work well student across every cultural community,school district,0.2732
alternative normative approach corporal punishment detention counseling suspension expulsion restorative justice established give student voice consequence well opportunity make positive contribution community restorative justice typically involves peer mediation adult supervised conversation surrounding perceived offence student ability contribute conversation person misbehaved opportunity give side story also say consequence consequence defy traditional method punitive punishment instead give student opportunity restoration restorative justice focus relationship building community whole individual student offence creating sense everyone part community everyone responsibility uphold value particular community method increase understanding perceived community value also method thought work well culture community high value community rather individual,school district,0.9595
arum richard october 30 2003 judging school discipline crisis moral authority harvard university press isbn 978 674 01179 glasser william may 15 2001,school district,-0.5859
united state term magnet school refers public school enrichment program designed attract serve certain targeted subgroup potential student family two major category public magnet school structure united state although overlap origin mission remain largely distinct first type magnet school fully competitive admission magnet school school use competitive admission usually rely standardized assessment score structured serve support population 100 gifted talented student school group generally rank among top 100 public high school united state,school district,0.9674
example type school program include maine school science mathematics thomas jefferson high school science technology virginia school without wall district columbia nine school use competitive admission overseen new york city department education still us older term specialized school instead magnet school refer another type magnet school magnet program emerged united state 1970s one mean remedying racial segregation public school written law section 5301 elementary secondary education authorization demographic trend following 1954 brown board education supreme court decision revealed pattern later characterized white flight hypersegregation black white latter moved suburb first charter school mccarver elementary school opened tacoma washington 1968 second type magnet often take form school within school meaning school may competitive admission majority school population even magnet program may fully competitive admission,school district,0.8591
consistent equity based objective program magnet designed increase equity first tried using involuntary plan involved court ordered attendance busing child far home building closer school achieve required balance later voluntary school integration plan developed one approach educator within public school system came open school open school movement 1970s several idea designed influence public education put practice including school without wall school within school multicultural school continuation school learning center fundamental school magnet school,school district,0.3182
school characterized parent student teacher choice autonomy learning pace non competitive evaluation child centered approach magnet school successful idea originated open school movement expounded 1971 educator nolan estes superintendent dallas independent magnet school assistance program developed early 1980s way encourage school address de facto racial segregation fund given implemented voluntary desegregation plan court order reduce racial isolation 1985 1999 district court judge required state missouri fund creation magnet school kansa city public school reverse white flight afflicted since 1960s,school district,0.6908
district annual budget tripled process expenditure per pupil student teacher ratio best major nation many high school given college level facility still test score magnet school rise black white gap diminish le greater integration finally september 20 2011 missouri board education voted unanimously withdraw district educational accreditation status january 2012 district started embracing magnet school model hope geographically open admission would end racial segregation good school decrease de facto segregation school poorer area,school district,0.875
encourage voluntary desegregation district started developing magnet school draw student specialized school across district magnet school would specialized curriculum would draw student based interest one goal magnet school eliminate reduce prevent minority group isolation providing student stronger knowledge academic subject vocational skill magnet school still continue model school improvement plan provide student opportunity succeed diverse learning environment within year location richmond virginia additional magnet school program child special talent developed facility location parent would otherwise found undesirable effort attract voluntary enrollment achieve desired racial balance met considerable success helped improve acceptance farther distance hardship transportation extracurricular activity separation sibling,school district,0.9814
even district richmond released desegregation court order parental selection magnet school program continued create racially diverse school would otherwise possible wide range magnet school available suitable program could found child bright one earliest effort directed 21st century magnet school de emphasized racial integration aspect capital prep magnet school high school hartford connecticut capital prep year round school 80 student black latino boast near dropout rate 100 2009 senior class sent four year college according school principal goal prepare student college,school district,0.6124
magnet school competitive entrance process requiring entrance examination interview audition magnet school either select student apply use lottery system among student apply others combine element competitive entrance lottery among applicant magnet school concentrate particular discipline area study others international baccalaureate school general focus magnet program may focus academic mathematics natural science engineering humanity social science fine performing art may focus technical vocational agricultural education access free transportation key component facilitating racial diversity magnet school,school district,0.8402
according survey distributed magnet school america msa 2008 annual meeting magnet school free transportation service non white student comprise almost 33 student body higher 23 found magnet school without service moreover 11 magnet school provide transportation largely one race magnet school provision transportation characterized one race school service integral ensuring potential neighborhood student access school choice ultimately presence free transportation contributes integrated magnet environment across country magnet school application form assume reader proficient reading writing english understand school curriculum recognize kind resource offered student respective school diverse urban context especially assumption privilege family others,school district,0.9492
joseph kennedy practicing christian assistant football coach bremerton high school public school bremerton washington starting 2008 inspired film facing giant kennedy began praying football game center field 50 yard line time joined player player coach opposing team kennedy continued practice seven year school board learned practice opposing team commented positively district would allow practice board became concerned would seen complicit violating separation church state allowing kennedy prayer continue well implicit coercion player may feel join prayer,school district,0.8689
board negotiated kennedy reduce public display prayer offering provide kennedy private location prayer suggesting held prayer spectator left among accommodation athletic director kennedy warned display clearly student led kennedy wrote facebook page felt likely fired game later continued pray game additional coverage press local politician spectator knocked member marching band racing join prayer directed profanity bremerton head coach said feared shot crowd kennedy continued prayer two game board put paid leave violating school policy endangering student,school district,-0.7506
kennedy filed suit united state district court western district washington regain job claiming school policy violated free exercise clause first amendment board stated trying avoid conflict establishment clause preventing public display faith public court ruled school board decision upheld court appeal ninth circuit opinion judge milan smith 2019 supreme court denied first petition writ certiorari justice alito joined thomas gorsuch kavanaugh wrote respecting denial calling case troubling may justify review future conducting fact finding district court granted summary judgment favor march 2020,school district,0.8555
justice gorsuch wrote school action kennedy violated right free speech free exercise clause first amendment wrote aware historically sound understanding establishment clause begin make necessary government hostile religion way gorsuch opinion stated kennedy offered prayer quietly student otherwise occupied made short private personal prayer gorsuch rejected argument could prohibit kennedy post game prayer student feel compelled join praying gorsuch noted indication record anyone expressed coercion concern district quiet postgame prayer mr kennedy asked continue led suspension gorsuch distinguished case case court found prayer involving public school problematically coercive,school district,0.0258
dissent justice sotomayor criticized gorsuch interpretation fact case gorsuch described situation mr kennedy prayed period school employee free speak friend call reservation restaurant check email attend personal matter offered prayer quietly student otherwise occupied sotomayor dissent wrote situation record reveals kennedy long standing practice conducting demonstrative prayer 50 yard line football field,school district,0.8176
kennedy consistently invited others join prayer year led student athlete prayer time location court ignores history court also ignores severe disruption school event caused kennedy conduct sotomayor also described implicit coercion peer pressure demonstrated lower court proceeding sotomayor summarized point degree court portrays petitioner joseph kennedy prayer private quiet misconstrues fact,school district,-0.8591
majority reasoning appears effectively overturn lemon kurtzman 403 602 1971 established three part lemon test determine government statute similar action violated establishment clause lemon test popular court 1970s lost favor starting 1980s continued even justice sandra day connor refined test agostini felton 521 203 1997 supreme court recently considered lemon test american legion american humanist association 588 2019 several member court rejected use lemon test within kennedy majority opinion explicitly overturn lemon stated used history based approach place lemon endorsement test justice sotomayor dissent establishes majority opinion overrules lemon call question decade subsequent precedent deems offshoot analysis ian millhiser vox suggests decision impact may limited opinion description kennedy action private would already permissible lee weisman religious group claim decision allows school prayer legal analyst find support overturning abington schempp disallows public school teacher leading student prayer,school district,0.9246
september 1903 two room school opened second floor empty storeroom masonic temple highland avenue north hollywood boulevard prospect avenue hollywood incorporated municipality november 1903 hollywood high organ opus 481 gift class 1924 suffering severe water damage northridge earthquake 1994 restored 2002 campus listed national register historic place january 2012,school district,-0.4939
school mascot derived 1921 rudolph valentino film name sheik los angeles city high 1961 merged lausd 2015 16 football season boy varsity football team played school third championship game led head coach frank galvan finished season 12 record coach galvan ended year hollywood coaching career league title play appearance city championship appearance city semi final beating rival year straight owning sunset 25 plus city player ended winningest coach hollywood history 2016 17 season coached beverley kilpatrick boy varsity volleyball team played school first ever championship game,school district,0.9153
known preparing graduate career teaching performing art student many opportunity different field study hollywood high school offer four academy student different purpose teaching career academy hollywood high school offer teaching career academy student seek work child career potential career range becoming teacher social worker,school district,0.4215
order give student little experience school work elementary school allows hollywood high school student tutor elementary school student performing art magnet performing art magnet help student develop talent actor singer dancer new medium technology student prefer go filmmaking academy offer best opportunity new medium technology academy help student build knowledge technology afforded hand experience equipment usually found inside film studio,school district,0.9545
austria word bezirk used different meaning three different context task administrative branch national regional government fulfilled 95 district administrative office bezirkshauptmannschaften area district administrative office responsible often although informally called district bezirk number statutory city currently 15 served district administrative office respective municipal bureaucracy handle task normally performed district administrative office city vienna graz divided municipal district stadtbezirke assisting respective municipal government,school district,0.875
germany district kreis administrative unit nder german federal state local municipal level gemeinden 2011 402 german district landkreise rural district 107 larger city usually 100 000 inhabitant belong district considered urban district kreisfreie st dte stadtkreise local subdistrict called gemarkung mostly smaller rural area similar concept austria switzerland gemarkung usually associated named central town village,school district,0.0
india district local administrative unit inherited british raj generally form tier local government immediately india subnational state territory warranted district may grouped administrative division form intermediate level district subnational state union territory district headed deputy commissioner collector responsible overall administration maintenance law order district collector may belong ia indian administrative service,school district,0.3182
key responsibility include collection revenue criminal prosecution district sessional court usually deputy commissioner district collector granted magisterial power section 20 criminal procedure code designated district magistrate official designation collector district magistrate deputy commissioner district magistrate district frequently sub divided smaller administrative unit called either tehsils talukas mavattams depending region unit specific local responsibility including particular coordinating revenue collection,school district,-0.8402
iran subdivided thirty one province persian ost governed local center usually largest local city called capital persian markaz province province iran subdivided county called persian shahrest area inside ost consists city center bakhsh persian many village around usually city persian shahr rural agglomeration persian dehest county rural agglomeration collection number village one city county appointed capital county,school district,0.0772
district known daerah malay district governed directly federal government known federal territory kuala lumpur putrajaya labuan peninsular malaysia district division state mukim subdivision district mukim however le importance respect administration local government,school district,0.6808
east malaysia district subdivision within division state example tuaran district within west coast division sabah district usually named main town administrative capital example sandakan town capital district sandakan well capital sandakan division note sandakan district sub division sandakan division malaysia district district office headed district officer administered local government either district council municipal council city council,school district,0.2732
district pakistan local administrative unit inherited british raj form third level administrative division pakistan province division district generally grouped administrative division turn formed province pakistan 160 district including ten azad jammu kashmir known zillas urdu,school district,0.0
purpose local government country sri lanka divided nine province western central southern northern eastern north western north central uva sabaragamuwa northern eastern province however technically jointly administered since 1988 district divided division originally based feudal county korale rata formerly known,school district,-0.2023
case concerned spectrum student newspaper published part journalism ii class hazelwood east high school st louis county missouri spectrum published roughly every three week 1982 1983 school year 500 copy distributed student community member cost printing paper well supply textbook portion academic advisor salary furnished district board education supplemented newspaper sale school year board supplied 668 printing cost howard emerson adviser journalism class submitted page proof may 13 issue newspaper principal robert eugene reynolds approval practice customary time,school district,0.6369
reynolds objected two story scheduled run one teen pregnancy containing interview three student pregnant story used false name keep girl identity secret reynolds concerned student would still identifiable text also concerned reference sexual activity birth control inappropriate younger student school second story divorce featured interview student whose parent divorced complained father spending enough time mom sister always town business late playing card guy always argued everything,school district,-0.5267
1960s administrative review student publication considered routine high school collegiate level however rise counterculture 1960s student publication began explore social issue greater fervor focusing vietnam war civil right movement sexual orientation topic considered controversial time 1969 supreme court held tinker de moines independent community 393 503 student freedom expression protected first amendment following precedent least 125 case lower court across country decided favor student expression administrative censorship whenever instance censorship involved action government employee school principal college dean court held first amendment safeguard applied tinker precedent court recognized student newspaper public forum expression could restricted administrator could prove substantial disruption school activity imminent,school district,0.8074
hazelwood case filed district court eastern district missouri student sought declaration first amendment fourteenth amendment right violated undue action public official well injunctive relief monetary damage bench trial district court denied injunction monetary damage may 1985 ruled violation first amendment right occurred held school official may restrict student speech activity integral part school educational function long restriction substantial reasonable basis court appeal eighth circuit reversed district court decision january 1986 held spectrum part school program also public forum,school district,-0.9274
majority justice held school principal entitled censor article majority opinion written associate justice byron white stated official never intended school paper public forum underground publication past case white went say educator infringe first amendment right exercising control student speech school sponsored activity long action reasonably related legitimate pedagogical concern court established student publication could regulated school official reserved forum intended purpose supervised learning experience journalism student school need tolerate student speech inconsistent basic educational mission even though government could,school district,0.7096
judicial action protect student right justified decision censor school sponsored publication theatrical production vehicle student expression valid educational purpose decision overrode precedent set tinker case permitted censorship student speech violated right student threatened cause campus disruption majority opinion hazelwood held case different majority opinion said school administrator required tolerate speech contrary school academic mission continued question whether first amendment requires school tolerate particular student speech question addressed tinker different question whether first amendment requires school affirmatively promote particular student speech former question address educator ability silence student personal expression happens occur school premise,school district,-0.4019
case established standard school personnel must meet limit student freedom expression secondary school representative state school administrator censor restrain refuse publish school sponsored student expression interferes requirement school discipline interferes student right interferes academic propriety generates health welfare concern deemed obscene vulgar extends theatrical production public speech assembly environment publication produced part curricular activity student newspaper supreme court majority termed reason legitimate pedagogical concern standard however apply personal non school sponsored communication campus publication unless communication interferes school discipline right others hazelwood case established student newspaper limited public forum,school district,-0.1531
federal appeal court divided whether hazelwood case applies college newspaper question supreme court left open court also split viewpoint based expression school religious expression 1989 case alabama student party student government assn 867 2d 1344 held campus newspaper part curriculum might enjoy first amendment protection 2001 court appeal sixth circuit ruled kincaid gibson 236 3d 342 hazelwood apply college level student publication could censored censorship viewpoint neutral subsequently dean utica dealt defines legitimate pedagogical concern court found school censored speech wantonly 2005 court appeal seventh circuit decision hosty carter 412 731 however held hazelwood apply subsidized student medium college level,school district,0.8074
los angeles unified governed seven member board education appoints superintendent run daily operation district member board elected directly voter separate district encompass community lausd serf december 2021 alberto carvalho accepted next permanent superintendent preceded interim superintendent megan reilly austin beutner resignation seven current member board education include dr george mckenna iii district mon ca garc district scott schmerelson district nick melvoin district jackie goldberg district board president kelly gonez district tanya ortiz franklin district student board member parishi kanuga,school district,0.3612
los angeles unified composed two separate district los angeles city formed september 19 1853 los angeles city high formed 1890 latter provided 12 educational service former july 1961 los angeles city los angeles city high merged forming los angeles unified merger left topanga la virgenes union separate remnant los angeles city high la virgenes district changed name west county union high lausd annexed topanga district july 1962,school district,0.6369
1961 jackson pasadena local predecessor crawford board ed jar jackson lucia jackson noticed local washington junior high school zone district separated white black student filed lawsuit district spearheaded attorney samuel sheats president national association advancement colored people naacp pasadena 1963 supreme court california jackson appeal pasadena superior court dismissed complaint court ruled typically time school board needed refrain intentional action towards segregating student despite reason,school district,0.6124
however different ruling demanded active integration school substantial racial difference setback ruling well ruling los angeles city surrounding area language used ask integration language implied integration required reasonably feasible caveat used local claim integration feasible due financial limitation 1963 lawsuit crawford board ed los angeles filed end segregation district california supreme court required district come plan 1977,school district,0.6369
board returned court court appeal year later would describe one drastic plan mandatory student reassignment nation desegregation busing plan developed implemented 1978 school year two lawsuit stop enforced busing plan titled bustop inc los angeles bd ed filed group bustop inc petitioned united state supreme court petition stop busing plan subsequently denied justice rehnquist justice powell,school district,0.743
california constitutional proposition mandated busing follow equal protection clause constitution passed 1979 70 vote crawford board ed los angeles lawsuit heard supreme court 1982 supreme court upheld decision proposition constitutional crawford board ed,school district,0.743
los angeles processed los angeles outcome upheld supreme court judge paul egly created los angeles monitoring committee may 1978 helen smookler executive director committee managed 12 member community ranging diverse background representative los angeles demographic member spearheaded sub committee charged overseeing working sustaining desegregation senior high school majority junior high elementary school committee integration project master plan 1979 1980 expanded beyond brown ruling los angeles hub multiculturalism hence logical sensible economical inexpensive time effort dollar approach desegregate minority school pupil integrate school,school district,0.5859
historically union long played important role operation governance school include united teacher los angeles utla currently represents 35 000 teacher associated administrator los angeles aala april 13 1970 utla member walked first time predicted five week strike teacher demanded raise top level salary 13 650 approximately 20 000 reduction class size increased spending reading program 23 day strike ended may 13 1970 teacher obtained pay raise creation advisory panel new reading program,school district,0.7717
may 30 1989 approximately 20 000 utla member went strike higher pay administrative control strike lasted nine day starting may 30 1989 month preceding strike highly contentious numerous negotiation tactic deployed side including teacher demonstration threat withhold grade threat dock teacher pay many hard fought court battle union demand included pay increase better school condition,school district,-0.9216
thousand substitute teacher mobilized preparation strike teacher prepared saving money endure long walk many city 600 school reportedly remained open lower attendance district reported 642 teacher crossed picket line public rhetoric side critical intense negotiation settlement reached three year contract produced side claimed victory,school district,-0.34
despite successful teacher pay raise obtained settlement massive economic recession 1990 caused negotiation 1991 focus preventing massive layoff due hundred million budget deficit salary cut avoid layoff ameliorating positive result 1989 strike 2009 utla member authorized one day strike september 2018 98 utla member authorized strike numerous dispute failure month contract negotiation included familiar issue salary increase librarian nurse classroom size reduction however new issue also predominated discussion authority control proliferation charter school,school district,-0.9182
various attempt program reform attempted one reform individual school given authority day day decision public school choice authored school board member yolie flores implemented 1990s los angeles education alliance restructuring learn los angeles annenberg metropolitan project laamp created giving principal even authority make change curriculum hopefully benefiting student regardless student achievement failed increase later attempted reform led creation eleven minidistricts decentralized management individual superintendent due cost additional bureaucracy superintendent romer called reversing measure merging minidistricts,school district,0.7783
although grappling economic shortfall los angeles unified continues employ consultant 2008 district employed 800 consultant paid average twice much regular employee oversee school construction facility service division spends 182 million 849 consultant almost 215 000 division regular employee paid 99 000 time senior deputy superintendent ramon cortines said consultant may get work done quickly correctly said also concerned district reliance outside worker,school district,-0.3182
need look reduce number consultant said seven main branch facility service division 479 district employee earn total 347 million according district record division employ 849 consultant earn total 182 million practice prompted concern growing number inquiry district board member lausd bond oversight committee district official defend practice saying use consultant ebb flow various stage construction effort reform facility service division superintendent ramon cortines 2009 2010 continued result union complaint audit issue regarding consultant,school district,-0.5859
former chief facility james sohn hired 2009 led effort reduce consultant payment 20 increase consultant company competition however effort ridiculed audit los angeles county controller wendy greuel confidential internal audit office inspector general lausd consistently found lax oversight conflict interest confidential report oig office prompted whistleblower found irregularity 65 million worth contract includes cost exceed pre approved amount 50 contract worth 31 million without school board approval james sohn declaration decrease 20 consultant cost also shown disingenuous oig audit report found many consultant switched company higher billing rate offsetting 20 reduction company increased hourly billing rate prior 20 reduction therefore negating difference james sohn dispute charge,school district,0.449
james sohn also introduced new contract type called agency construction manager agency cm claim offer many benefit including maximizing consultant service lower cost increase productivity increase small business competition see construction management agency cm attempt replace old consultant model billing hourly rate favor lump sum task order task order designed provide payment completion particular task regardless number hour worked criticism include lack adequate tracking consultant employee comparing district consultant staffing would accurate,school district,0.6249
contract also cited confidential oig report vague detail teamster union official also complained layoff within facility resulted massive district demotion layoff teamster representative connie oser alleged district staff removed consultant contract continuously repeatedly approved board consultant employee shuffled company use agency cm enables tracking consultant difficult superintendent ramon cortines former chief facility sohn claimed consultant reduced far greater number district staff claim verified since use agency cm contract,school district,-0.0
allegation also surfaced james sohn management staff many executive level staff prior consultant james sohn also criticized attempt purge non legally required document employee computer system teamster union complaint lausd halted practice james sohn claimed customary process done construction program,school district,-0.5106
edward roybal learning center previously known belmont learning center vista hermosa learning center densely populated westlake district west downtown originally envisioned mixed use education retail complex include several school shop public park decade delay stemming environmental review process ground broken construction 1995 midway construction discovered explosive methane toxic hydrogen sulfide seeping old underground oil field later active surface fault found one completed building necessitating removal lausd spent estimated 175 million project 2004 additional 110 million budgeted cleanup effort,school district,-0.6597
another controversial project development ambassador hotel property wilshire boulevard densely populated koreatown lausd fought landmark among others donald trump legal battle dating back 1989 2001 lausd finally obtained legal ownership property plan demolish building site senator robert kennedy shot met strong opposition preservationist august 2005 lausd settled lawsuit matter filed numerous preservationist group ambassador complex would destroyed paul williams designed coffee shop cocoanut grove nightclub would preserved grove serving auditorium new school built site,school district,-0.6249
demolition began late 2005 last section hotel fell january 16 2006 project construction became expensive school united state three elementary school three middle school four high school including lahsa robert kennedy community school opened september 2010 cost 578 million serve 200 12 student cost 2010 350 per square foot 093 m2,school district,0.4215
metro charter elementary school also known mces public charter elementary school embroiled controversy due constant movement lack permanent campus downtown los angeles started group parent wanted created school downtown area effort led simon ha mike mcgalliard september 2013 school established california hospital medical center south park site meant temporary school suffered overcrowding medical center due growing student population school searched new site 2016 metro charter expressed interest co locate school castelar elementary chinatown 2016 17 school year faced opposition parent community stakeholder teacher school many parent metro charter also opposed plan plan assigned five classroom castelar twelve classroom requested proposed split metro charter three separate campus seven classroom,school district,0.3818
opposition plan side metro charter announced would co locate castelar stating move would neither logistically financially viable 2017 18 year metro charter chose split campus half would go 700 wilshire half would go ketchum downtown ymca building financial district school secured deal 700 wilshire failed acquire deal ketchum downtown ymca building ymca lacked permit school school signed lease pleasant hill baptist church leimert park house lower grade 2018 metro charter announced school would relocating 2635 pasadena avenue lincoln height signing lease two year,school district,0.128
metro charter board approved signing two year lease los angeles boy girl club new location may 22 also voting terminate lease 700 wilshire pleasant hill baptist church july 2019 metro charter officially closed faculty citing declining enrollment reason closure many founder helper expressed sadness school closure including councilman jos huizar advocated charter approval called lausd help find site address education option within downtown meet growth central city simon ha one original founder stated irony growth popularity downtown everyone want,school district,0.9702
january 2014 lausd 191 magnet school 53 500 student 2012 admitted 16 000 new student magnet school pool 66 000 application cara mia dimassa los angeles time said school designed among best campus district mostly competitive applicant popular private school lausd magnet school include gifted highly gifted school well large number magnet program focusing student specific interest including multiple art related magnet program multiple science related magnet program multiple pre law magnet program multiple pre medical magnet program also dozen specialty magnet program student specific interest district assigns point prospective applicant based certain condition student applied magnet school receive additional point student live overcrowded zoned school receive point student live mostly minority community receive point,school district,0.949
